Time(long)     ml  xy  press   RR   ir1
1544969967311  67  99  11438   0.98   362726
1544969967531  67  99  11438   0.97   362491
1544969967717  67  99  11436   0.97   367251
1544969967933  67  99  11437   0.97   372278
1544969968117  67  99  11438   0.97   376430
1544969968347  67  99  11438   0.97   358807
1544969968530  66  99  11438   0.99   359016
1544969968746  66  99  11437   0.99   363749
1544969968934  66  99  11435   0.99   368643
1544969969194  66  99  11436   0.99   371268
1544969969333  66  99  11436   0.99   356224
1544969969553  65  99  11438   0.98   356994
1544969969747  65  99  11438   0.98   361921
1544969969929  65  99  11435   0.98   367412
1544969970147  65  99  11436   0.98   367589
1544969970347  65  99  11437   0.98   352468
1544969970563  64  99  11438   1.0   353298
1544969970737  64  99  11435   1.0   358210
1544969970954  64  99  11440   1.0   364024
1544969971135  64  99  11440   1.0   364450
1544969971363  64  99  11438   1.0   350196
1544969971544  63  99  11435   0.99   351485
1544969971783  63  99  11439   0.99   356828
1544969971952  63  99  11438   0.99   362427
1544969972172  63  99  11437   0.99   355945
1544969972349  63  99  11437   0.99   349506
1544969972578  62  100  11438   0.97   351577
1544969972761  62  100  11438   0.97   357108
1544969972981  62  100  11438   0.97   363188
1544969973164  62  100  11438   0.97   348881
1544969973383  62  100  11437   0.96   346932
1544969973572  62  100  11436   0.96   349987
1544969973785  62  100  11439   0.96   355508
1544969973968  62  100  11439   0.96   361792
1544969974189  62  100  11438   0.96   344541
1544969974381  61  100  11439   0.93   345412
1544969974598  61  100  11440   0.93   350865
1544969974780  61  100  11440   0.93   356679
1544969975002  61  100  11440   0.93   346562
1544969975185  61  100  11439   0.88   346116
1544969975404  61  100  11440   0.88   348954
1544969975585  61  100  11441   0.88   355143
1544969975812  61  100  11440   0.88   347315
1544969976006  61  100  11438   0.88   343643
1544969976220  62  100  11438   0.82   346871
1544969976405  62  100  11440   0.82   353021
1544969976627  62  100  11436   0.82   341708
1544969976802  62  100  11439   0.76   342627
1544969977022  62  100  11439   0.76   346996
1544969977208  62  100  11439   0.76   353604
1544969977429  62  100  11436   0.76   340830
1544969977633  63  100  11438   0.78   342220
1544969977836  63  100  11438   0.78   347628
1544969978023  63  100  11439   0.78   354552
1544969978238  63  100  11438   0.78   344671
1544969978423  64  100  11438   0.84   344512
1544969978643  64  100  11439   0.84   348399
1544969978841  64  100  11438   0.84   355083
1544969979056  64  100  11437   0.84   351347
1544969979241  64  100  11438   0.84   348085
1544969979456  65  100  11438   0.83   352548
1544969979658  65  100  11439   0.83   359174
1544969979859  65  100  11439   0.83   365733
1544969980042  65  100  11436   0.83   354433
1544969980263  66  100  11438   0.87   357466
1544969980453  66  100  11439   0.87   363266
1544969980671  66  100  11438   0.87   369875
1544969980857  66  100  11440   0.87   364802
1544969981077  66  100  11440   0.91   364803
1544969981256  66  100  11442   0.91   367997
1544969981485  66  100  11441   0.91   373375
1544969981662  66  100  11439   0.91   379384
1544969981887  66  100  11439   0.91   369253
1544969982075  67  100  11438   0.88   371738
1544969982292  67  100  11438   0.88   376590
1544969982474  67  100  11438   0.88   381703
1544969982668  67  100  11437   0.88   376129
1544969982878  67  100  11437   0.92   375754
1544969983059  67  100  11438   0.92   378549
1544969983281  67  100  11438   0.92   383369
1544969983477  67  100  11438   0.92   388910
1544969983691  67  100  11439   0.92   378713
1544969983881  67  100  11440   0.93   381354
1544969984097  67  100  11440   0.93   384711
1544969984274  67  100  11437   0.93   389220
1544969984494  67  100  11438   0.93   392689
1544969984678  67  100  11439   0.93   382368
1544969984907  67  100  11440   0.92   383744
1544969985094  67  100  11440   0.92   387739
1544969985306  67  100  11442   0.92   392273
1544969985496  67  100  11438   0.92   383404
1544969985714  66  99  11438   0.94   382156
1544969985894  66  99  11439   0.94   383569
1544969986113  66  99  11441   0.94   387820
1544969986297  66  99  11439   0.94   392736
1544969986525  66  99  11442   0.94   380224
1544969986735  66  99  11439   0.95   380644
1544969986927  66  99  11441   0.95   383012
1544969987118  66  99  11439   0.95   387084
1544969987330  66  99  11439   0.95   391636
1544969987513  66  99  11437   0.95   377419
1544969987735  65  99  11438   0.93   377549
1544969987924  65  99  11438   0.93   381660
1544969988145  65  99  11439   0.93   386540
1544969988343  65  99  11440   0.93   380013
1544969988570  65  99  11440   0.93   373780
1544969988737  65  99  11439   0.95   374775
1544969988950  65  99  11440   0.95   379522
1544969989132  65  99  11438   0.95   384796
1544969989354  65  99  11438   0.95   372846
1544969989545  64  99  11438   0.96   370680
1544969989763  64  99  11436   0.96   372167
1544969989952  64  99  11438   0.96   376705
1544969990166  64  99  11439   0.96   382230
1544969990349  64  99  11436   0.96   365106
1544969990567  63  99  11439   0.93   364482
1544969990751  63  99  11439   0.93   368498
1544969990976  63  99  11438   0.93   373798
1544969991171  63  99  11437   0.93   375376
1544969991380  63  99  11438   0.93   359482
1544969991568  63  99  11438   0.96   360177
1544969991785  63  99  11440   0.96   364893
1544969991966  63  99  11441   0.96   370335
1544969992188  63  99  11438   0.96   363825
1544969992372  63  99  11442   0.96   355470
1544969992598  62  99  11438   0.96   356856
1544969992783  62  99  11440   0.96   361682
1544969992999  62  99  11441   0.96   367407
1544969993186  62  99  11441   0.96   352338
1544969993404  62  99  11438   0.94   350635
1544969993586  62  99  11440   0.94   353962
1544969993810  62  99  11439   0.94   359475
1544969994001  62  99  11438   0.94   365786
1544969994215  62  99  11439   0.94   349335
1544969994407  62  100  11438   0.98   348316
1544969994620  62  100  11438   0.98   352731
1544969994810  62  100  11438   0.98   358555
1544969995022  62  100  11442   0.98   364981
1544969995208  62  100  11437   0.98   349122
1544969995432  62  99  11440   0.99   348669
1544969995632  62  99  11439   0.99   353543
1544969995809  62  99  11442   0.99   359312
1544969996021  62  99  11442   0.99   365887
1544969996209  62  99  11442   0.99   348167
1544969996421  62  99  11437   0.98   348435
1544969996603  62  99  11440   0.98   353720
1544969996832  62  99  11438   0.98   360081
1544969997021  62  99  11440   0.98   366940
1544969997237  62  99  11440   0.98   350052
1544969997430  61  99  11441   1.0   350285
1544969997643  61  99  11438   1.0   355294
1544969997823  61  99  11438   1.0   361122
1544969998041  61  99  11439   1.0   367639
1544969998224  61  99  11440   1.0   351095
1544969998453  61  99  11438   0.98   352164
1544969998636  61  99  11441   0.98   357900
1544969998854  61  99  11438   0.98   364036
1544969999045  61  99  11440   0.98   369835
1544969999255  61  99  11442   0.98   352034
1544969999440  61  99  11440   0.98   353391
1544969999660  61  99  11440   0.98   359190
1544969999851  61  99  11440   0.98   365414
1544970000065  61  99  11439   0.98   370552
1544970000260  61  99  11439   0.98   354380
1544970000477  61  99  11440   0.99   355887
1544970000669  61  99  11438   0.99   361647
1544970000878  61  99  11440   0.99   367885
1544970001059  61  99  11441   0.99   364811
1544970001282  61  99  11436   0.99   358301
1544970001477  60  99  11440   0.95   360395
1544970001692  60  99  11440   0.95   367515
1544970001880  60  99  11439   0.95   372036
1544970002099  60  99  11439   0.95   358784
1544970002280  60  99  11438   0.86   360448
1544970002496  60  99  11439   0.86   366928
1544970002679  60  99  11437   0.86   371798
1544970002902  60  99  11438   0.86   355160
1544970003089  61  99  11439   0.8   356019
1544970003304  61  99  11439   0.8   361563
1544970003491  61  99  11438   0.8   356513
1544970003710  61  99  11437   0.8   346583
1544970003892  61  99  11438   0.75   350095
1544970004113  61  99  11439   0.75   357193
1544970004297  61  99  11440   0.75   342044
1544970004519  62  100  11436   0.7   343916
1544970004703  62  100  11440   0.7   349931
1544970004924  62  100  11438   0.7   354996
1544970005116  62  100  11440   0.7   339381
1544970005329  62  100  11438   0.73   343604
1544970005510  62  100  11437   0.73   351248
1544970005736  62  100  11438   0.73   358787
1544970005921  62  100  11436   0.73   344226
1544970006141  63  100  11438   0.86   346126
1544970006324  63  100  11439   0.86   352228
1544970006549  63  100  11438   0.86   359024
1544970006779  63  100  11437   0.86   361805
1544970006949  63  100  11439   0.86   350595
1544970007132  64  100  11439   0.93   353576
1544970007354  64  100  11439   0.93   359437
1544970007541  64  100  11438   0.93   365526
1544970007763  64  100  11437   0.93   356253
1544970007942  64  100  11438   0.94   356115
1544970008134  64  100  11436   0.94   358801
1544970008347  64  100  11440   0.94   364060
1544970008532  64  100  11440   0.94   369978
1544970008750  64  100  11440   0.94   360347
1544970008956  65  100  11440   1.0   359893
1544970009164  65  100  11442   1.0   362216
1544970009341  65  100  11441   1.0   366918
1544970009563  65  100  11440   1.0   372290
1544970009774  65  100  11439   1.0   361692
1544970009964  65  100  11440   0.98   362174
1544970010150  65  100  11442   0.98   364589
1544970010370  65  100  11439   0.98   369195
1544970010564  65  100  11441   0.98   374696
1544970010778  65  100  11440   0.98   367050
1544970010960  65  100  11439   0.98   362750
1544970011185  64  100  11438   1.04   364497
1544970011362  64  100  11440   1.04   369252
1544970011594  64  100  11440   1.04   374978
1544970011769  64  100  11441   1.04   377449
1544970011995  64  100  11439   1.04   364118
1544970012185  64  100  11440   1.04   364958
1544970012400  64  100  11441   1.04   369637
1544970012590  64  100  11439   1.04   374827
1544970012809  64  100  11439   1.04   377027
1544970012983  64  100  11439   1.04   363771
1544970013204  63  100  11439   1.0   364803
1544970013387  63  100  11438   1.0   369744
1544970013618  63  100  11439   1.0   375587
1544970013807  63  100  11440   1.0   377937
1544970014021  63  100  11438   1.0   363640
1544970014216  62  100  11439   1.01   363766
1544970014420  62  100  11438   1.01   369671
1544970014604  62  100  11438   1.01   378247
1544970014826  62  100  11440   1.01   382050
1544970015011  62  100  11440   1.01   366870
1544970015235  61  100  11440   1.0   365453
1544970015424  61  100  11439   1.0   368435
1544970015635  61  100  11438   1.0   374139
1544970015825  61  100  11438   1.0   359968
1544970016038  61  100  11440   0.92   360075
1544970016223  61  100  11441   0.92   362150
1544970016453  61  100  11440   0.92   368706
1544970016656  61  100  11440   0.92   369546
1544970016851  61  100  11440   0.92   358330
1544970017037  61  100  11440   0.87   361904
1544970017255  61  100  11440   0.87   366042
1544970017436  61  100  11438   0.87   369792
1544970017657  61  100  11440   0.87   362209
1544970017842  61  100  11441   0.92   363455
1544970018070  61  100  11440   0.92   368256
1544970018257  61  100  11438   0.92   376299
1544970018472  61  100  11439   0.92   381980
1544970018674  61  100  11442   0.92   376046
1544970018878  61  100  11439   0.86   379179
1544970019057  61  100  11438   0.86   386491
1544970019279  61  100  11439   0.86   394354
1544970019463  61  100  11440   0.86   385807
1544970019686  61  100  11438   0.87   392019
1544970019877  61  100  11439   0.87   397988
1544970020092  61  100  11439   0.87   405573
1544970020284  61  100  11440   0.87   396728
1544970020493  62  100  11440   0.86   404074
1544970020676  62  100  11440   0.86   408052
1544970020902  62  100  11439   0.86   414057
1544970021086  62  100  11440   0.86   405167
1544970021306  63  100  11438   0.8   412872
1544970021495  63  100  11438   0.8   415707
1544970021674  63  100  11439   0.8   421551
1544970021902  63  100  11438   0.8   412185
1544970022075  64  100  11440   0.79   418101
1544970022297  64  100  11439   0.79   420973
1544970022480  64  100  11441   0.79   426089
1544970022707  64  100  11438   0.79   416027
1544970022889  66  100  11439   0.77   421978
1544970023112  66  100  11439   0.77   425235
1544970023292  66  100  11440   0.77   429007
1544970023511  66  100  11440   0.77   419402
1544970023691  68  100  11440   0.73   423083
1544970023923  68  100  11439   0.73   426954
1544970024107  68  100  11440   0.73   419995
1544970024321  70  99  11439   0.73   421124
1544970024511  70  99  11439   0.73   423445
1544970024730  70  99  11440   0.73   427301
1544970024908  70  99  11442   0.73   415748
1544970025129  72  99  11439   0.75   419679
1544970025323  72  99  11437   0.75   421885
1544970025544  72  99  11439   0.75   425737
1544970025753  72  99  11440   0.75   413421
1544970025942  74  99  11438   0.76   415916
1544970026127  74  99  11439   0.76   418726
1544970026357  74  99  11439   0.76   422907
1544970026528  74  99  11437   0.76   409926
1544970026751  75  99  11440   0.79   411979
1544970026945  75  99  11437   0.79   414967
1544970027159  75  99  11440   0.79   419033
1544970027347  75  99  11440   0.79   406582
1544970027594  77  99  11436   0.79   408642
1544970027745  77  99  11438   0.79   412004
1544970027965  77  99  11439   0.79   416436
1544970028148  77  99  11439   0.79   402680
1544970028370  78  99  11439   0.83   404488
1544970028565  78  99  11438   0.83   407542
1544970028776  78  99  11440   0.83   411373
1544970028965  78  99  11440   0.83   399193
1544970029181  77  99  11438   0.86   400898
1544970029363  77  99  11438   0.86   402565
1544970029586  77  99  11439   0.86   405907
1544970029809  77  99  11439   0.86   401067
1544970029990  77  99  11439   0.86   393611
1544970030182  77  99  11438   0.86   394969
1544970030394  77  99  11440   0.86   398862
1544970030582  77  99  11439   0.86   403210
1544970030801  77  99  11439   0.86   388777
1544970030981  76  99  11438   0.91   389653
1544970031204  76  99  11438   0.91   392119
1544970031386  76  99  11440   0.91   396379
1544970031664  76  99  11439   0.91   400583
1544970031799  76  99  11438   0.91   384995
1544970032014  75  99  11439   0.95   385896
1544970032202  75  99  11440   0.95   389796
1544970032418  75  99  11439   0.95   394254
1544970032600  75  99  11440   0.95   384841
1544970032823  74  99  11441   0.92   381309
1544970033037  74  99  11439   0.92   382628
1544970033232  74  99  11438   0.92   387391
1544970033417  74  99  11440   0.92   392527
1544970033635  74  99  11441   0.92   378165
1544970033821  73  99  11440   0.94   378953
1544970034039  73  99  11438   0.94   381989
1544970034222  73  99  11438   0.94   386967
1544970034444  73  99  11442   0.94   392506
1544970034661  73  99  11438   0.94   378564
1544970034824  72  99  11437   0.98   379751
1544970035039  72  99  11440   0.98   383322
1544970035238  72  99  11438   0.98   388333
1544970035436  72  99  11438   0.98   393950
1544970035619  72  99  11442   0.98   380770
1544970035842  71  100  11438   0.98   382058
1544970036042  71  100  11438   0.98   386139
1544970036252  71  100  11438   0.98   391275
1544970036439  71  100  11441   0.98   396996
1544970036654  71  100  11440   0.98   384357
1544970036850  69  100  11439   1.0   385079
1544970037055  69  100  11440   1.0   388789
1544970037239  69  100  11442   1.0   393703
1544970037460  69  100  11441   1.0   398800
1544970037652  69  100  11438   1.0   386912
1544970037867  67  100  11440   0.99   388160
1544970038060  67  100  11439   0.99   391812
1544970038275  67  100  11442   0.99   396589
1544970038454  67  100  11440   0.99   386455
1544970038675  66  100  11440   0.88   386370
1544970038858  66  100  11440   0.88   388063
1544970039086  66  100  11437   0.88   392019
1544970039269  66  100  11439   0.88   383147
1544970039496  65  100  11439   0.83   380444
1544970039677  65  100  11441   0.83   382293
1544970039896  65  100  11442   0.83   387056
1544970040073  65  100  11440   0.83   381289
1544970040294  65  100  11438   0.83   375883
1544970040478  64  100  11441   0.82   377960
1544970040704  64  100  11442   0.82   383110
1544970040894  64  100  11439   0.82   384704
1544970041112  64  100  11442   0.82   374837
1544970041306  63  100  11441   0.83   377481
1544970041509  63  100  11441   0.83   383172
1544970041693  63  100  11440   0.83   389229
1544970041916  63  100  11440   0.83   379993
1544970042103  62  100  11439   0.87   382235
1544970042322  62  100  11439   0.87   386515
1544970042507  62  100  11438   0.87   391666
1544970042725  62  100  11439   0.87   389555
1544970042920  62  100  11440   0.87   386890
1544970043127  62  100  11440   0.89   390105
1544970043312  62  100  11440   0.89   394982
1544970043534  62  100  11439   0.89   399827
1544970043725  62  100  11440   0.89   391901
1544970043940  63  100  11441   0.91   394746
1544970044126  63  100  11442   0.91   398111
1544970044343  63  100  11443   0.91   402301
1544970044527  63  100  11439   0.91   397482
1544970044747  64  100  11441   0.87   398147
1544970044942  64  100  11442   0.87   400469
1544970045156  64  100  11440   0.87   404389
1544970045340  64  100  11444   0.87   408632
1544970045561  64  100  11439   0.87   399220
1544970045751  64  100  11441   0.92   401241
1544970045966  64  100  11440   0.92   404360
1544970046146  64  100  11441   0.92   407971
1544970046369  64  100  11440   0.92   409101
1544970046552  64  100  11443   0.92   401618
1544970046779  64  100  11442   0.93   403137
1544970046961  64  100  11440   0.93   406477
1544970047183  64  100  11441   0.93   409951
1544970047362  64  100  11442   0.93   402006
1544970047629  64  100  11443   0.93   403552
1544970047766  64  100  11441   0.93   405129
1544970047989  64  100  11442   0.93   408483
1544970048184  64  100  11441   0.93   412162
1544970048394  64  100  11438   0.93   401854
1544970048582  64  100  11441   0.97   403718
1544970048786  64  100  11440   0.97   405645
1544970048987  64  100  11442   0.97   408943
1544970049164  64  100  11441   0.97   412572
1544970049388  64  100  11440   0.97   401959
1544970049569  64  100  11440   0.99   403515
1544970049795  64  100  11441   0.99   405727
1544970049991  64  100  11442   0.99   408706
1544970050205  64  100  11442   0.99   412030
1544970050389  64  100  11442   0.99   401083
1544970050609  64  100  11442   0.94   401694
1544970050785  64  100  11443   0.94   404768
1544970051013  64  100  11442   0.94   407822
1544970051199  64  100  11444   0.94   407302
1544970051416  64  100  11441   0.94   397985
1544970051613  63  100  11442   0.97   398189
1544970051820  63  100  11442   0.97   401061
1544970051997  63  100  11443   0.97   404258
1544970052220  63  100  11445   0.97   395667
1544970052402  63  100  11442   0.95   393809
1544970052639  63  100  11441   0.95   394170
1544970052822  63  100  11441   0.95   397169
1544970053043  63  100  11442   0.95   400780
1544970053215  63  100  11441   0.95   388050
1544970053435  63  100  11442   0.95   387600
1544970053617  63  100  11441   0.95   389364
1544970053886  63  100  11442   0.95   392890
1544970054030  63  100  11442   0.95   397240
1544970054260  63  100  11442   0.95   383631
1544970054442  62  100  11440   0.97   383242
1544970054702  62  100  11444   0.97   386225
1544970054842  62  100  11442   0.97   390074
1544970055055  62  100  11441   0.97   393123
1544970055236  62  100  11443   0.97   381668
1544970055458  62  100  11441   0.95   382474
1544970055650  62  100  11442   0.95   386475
1544970055865  62  100  11444   0.95   390969
1544970056056  62  100  11443   0.95   382599
1544970056276  62  100  11443   0.94   380097
1544970056453  62  100  11441   0.94   381557
1544970056675  62  100  11443   0.94   386134
1544970056858  62  100  11445   0.94   391191
1544970057080  62  100  11444   0.94   380310
1544970057289  62  99  11445   0.95   380637
1544970057485  62  99  11443   0.95   383559
1544970057696  62  99  11441   0.95   388170
1544970057890  62  99  11443   0.95   393615
1544970058073  62  99  11444   0.95   381992
1544970058291  62  99  11443   0.95   383048
1544970058474  62  99  11442   0.95   387043
1544970058704  62  99  11442   0.95   391967
1544970058888  62  99  11442   0.95   394904
1544970059110  62  99  11443   0.95   382861
1544970059295  62  99  11442   0.97   383686
1544970059507  62  99  11442   0.97   387873
1544970059690  62  99  11441   0.97   392796
1544970059912  62  99  11444   0.97   391500
1544970060097  62  99  11441   0.97   383051
1544970060320  62  99  11445   0.97   384047
1544970060505  62  99  11442   0.97   388291
1544970060727  62  99  11442   0.97   392899
1544970060914  62  99  11442   0.97   382511
1544970061131  62  99  11442   0.93   382643
1544970061313  62  99  11440   0.93   384897
1544970061534  62  99  11446   0.93   389371
1544970061765  62  99  11442   0.93   393835
1544970061942  62  99  11444   0.93   379000
1544970062123  62  99  11442   0.92   378963
1544970062345  62  99  11445   0.92   382748
1544970062528  62  99  11441   0.92   387086
1544970062748  62  99  11445   0.92   379859
1544970062933  62  99  11443   0.92   376055
1544970063135  62  99  11442   0.92   377530
1544970063346  62  99  11443   0.92   381820
1544970063527  62  99  11443   0.92   386793
1544970063746  62  99  11443   0.92   374501
1544970063928  62  99  11442   0.9   375054
1544970064146  62  99  11444   0.9   379165
1544970064330  62  99  11442   0.9   383690
1544970064551  62  99  11441   0.9   373531
1544970064763  63  99  11442   0.87   372749
1544970064955  63  99  11441   0.87   375317
1544970065144  63  99  11442   0.87   380037
1544970065360  63  99  11442   0.87   383848
1544970065545  63  99  11443   0.87   370294
1544970065766  64  100  11444   0.89   371618
1544970065948  64  100  11444   0.89   376651
1544970066171  64  100  11444   0.89   381845
1544970066362  64  100  11443   0.89   376224
1544970066576  64  100  11445   0.89   372438
1544970066762  64  100  11442   0.94   374441
1544970066983  64  100  11441   0.94   379204
1544970067166  64  100  11443   0.94   384428
1544970067384  64  100  11442   0.94   373865
1544970067569  65  100  11443   0.95   374482
1544970067797  65  100  11442   0.95   377570
1544970067981  65  100  11442   0.95   382430
1544970068197  65  100  11442   0.95   387761
1544970068378  65  100  11443   0.95   377196
1544970068599  65  100  11442   1.01   377972
1544970068826  65  100  11443   1.01   380599
1544970069027  65  100  11441   1.01   385277
1544970069196  65  100  11443   1.01   390424
1544970069418  65  100  11444   1.01   380716
1544970069594  65  100  11442   0.99   381997
1544970069821  65  100  11444   0.99   384453
1544970070003  65  100  11442   0.99   388791
1544970070220  65  100  11442   0.99   393749
1544970070406  65  100  11442   0.99   381625
1544970070676  65  100  11441   0.96   382458
1544970070815  65  100  11442   0.96   385888
1544970071032  65  100  11442   0.96   390265
1544970071230  65  100  11443   0.96   395422
1544970071433  65  100  11442   0.96   382526
1544970071619  64  100  11440   0.97   383169
1544970071839  64  100  11442   0.97   386612
1544970072029  64  100  11442   0.97   390528
1544970072249  64  100  11441   0.97   390416
1544970072434  64  100  11441   0.97   382153
1544970072650  63  99  11440   0.95   383064
1544970072843  63  99  11440   0.95   387183
1544970073053  63  99  11442   0.95   391542
1544970073236  63  99  11443   0.95   381582
1544970073458  63  99  11442   0.95   379304
1544970073677  63  99  11444   0.95   380417
1544970073865  63  99  11442   0.95   384457
1544970074049  63  99  11441   0.95   389307
1544970074270  63  99  11444   0.95   376506
1544970074452  62  99  11441   0.95   376302
1544970074673  62  99  11442   0.95   379135
1544970074857  62  99  11441   0.95   383469
1544970075083  62  99  11444   0.95   386552
1544970075264  62  99  11441   0.95   372592
1544970075486  62  99  11442   0.93   372380
1544970075676  62  99  11443   0.93   376632
1544970075904  62  99  11440   0.93   380972
1544970076072  62  99  11444   0.93   372366
1544970076294  62  99  11441   0.92   370296
1544970076477  62  99  11442   0.92   371773
1544970076663  62  99  11438   0.92   376927
1544970076891  62  99  11441   0.92   381464
1544970077077  62  99  11439   0.92   368010
1544970077294  63  99  11441   0.9   368920
1544970077476  63  99  11444   0.9   373064
1544970077693  63  99  11440   0.9   378478
1544970077872  63  99  11442   0.9   367489
1544970078098  63  99  11442   0.85   368201
1544970078289  63  99  11443   0.85   372445
1544970078505  63  99  11442   0.85   377455
1544970078689  63  99  11441   0.85   366950
1544970078908  64  99  11444   0.82   367779
1544970079089  64  99  11442   0.82   371434
1544970079311  64  99  11442   0.82   376710
1544970079493  64  99  11444   0.82   369581
1544970079718  65  99  11444   0.82   370445
1544970079901  65  99  11440   0.82   374142
1544970080123  65  99  11445   0.82   378858
1544970080339  65  99  11442   0.82   375456
1544970080525  66  99  11445   0.82   374919
1544970080709  66  99  11446   0.82   378379
1544970080933  66  99  11445   0.82   382980
1544970081120  66  99  11443   0.82   380681
1544970081337  66  99  11444   0.82   379477
1544970081534  67  99  11442   0.81   382188
1544970081743  67  99  11442   0.81   387230
1544970081927  67  99  11440   0.81   388934
1544970082145  67  99  11441   0.81   385635
1544970082330  68  99  11441   0.82   389264
1544970082551  68  99  11444   0.82   394229
1544970082745  68  99  11442   0.82   399244
1544970082957  68  99  11444   0.82   394252
1544970083143  69  99  11442   0.86   396976
1544970083363  69  99  11444   0.86   401205
1544970083544  69  99  11441   0.86   405524
1544970083767  69  99  11442   0.86   399426
1544970083948  70  99  11442   0.83   402678
1544970084175  70  99  11441   0.83   406078
1544970084372  70  99  11441   0.83   410202
1544970084577  70  99  11444   0.83   405391
1544970084807  70  99  11442   0.87   406011
1544970084979  70  99  11443   0.87   408387
1544970085163  70  99  11440   0.87   412388
1544970085385  70  99  11443   0.87   416376
1544970085567  70  99  11442   0.87   407538
1544970085790  71  100  11442   0.92   409882
1544970085976  71  100  11442   0.92   412962
1544970086195  71  100  11444   0.92   416549
1544970086382  71  100  11441   0.92   417232
1544970086645  71  100  11442   0.92   410508
1544970086783  71  100  11440   0.92   412547
1544970087007  71  100  11441   0.92   416173
1544970087190  71  100  11438   0.92   419891
1544970087412  71  100  11441   0.92   413901
1544970087595  70  100  11440   0.97   412067
1544970087817  70  100  11442   0.97   413634
1544970088001  70  100  11440   0.97   417392
1544970088218  70  100  11440   0.97   421017
1544970088401  70  100  11444   0.97   411531
1544970088624  70  99  11441   0.97   412685
1544970088814  70  99  11442   0.97   414236
1544970089032  70  99  11442   0.97   417559
1544970089221  70  99  11442   0.97   421287
1544970089434  70  99  11441   0.97   409209
1544970089617  69  99  11442   0.96   409891
1544970089799  69  99  11444   0.96   411769
1544970090028  69  99  11444   0.96   414855
1544970090212  69  99  11445   0.96   418647
1544970090427  69  99  11445   0.96   404740
1544970090624  68  99  11444   0.98   404082
1544970090837  68  99  11442   0.98   406405
1544970091025  68  99  11442   0.98   409726
1544970091235  68  99  11443   0.98   413473
1544970091421  68  99  11442   0.98   399396
1544970091640  66  99  11442   0.98   398908
1544970091871  66  99  11441   0.98   402019
1544970092047  66  99  11442   0.98   405642
1544970092245  66  99  11440   0.98   405602
1544970092450  66  99  11440   0.98   393993
1544970092633  65  99  11440   0.96   394196
1544970092900  65  99  11440   0.96   397820
1544970093041  65  99  11442   0.96   401910
1544970093262  65  99  11440   0.96   401330
1544970093449  65  99  11444   0.96   389030
1544970093729  64  99  11441   1.0   389303
1544970093858  64  99  11442   1.0   393114
1544970094069  64  99  11441   1.0   397475
1544970094253  64  99  11441   1.0   397540
1544970094475  64  99  11442   1.0   385534
1544970094658  63  99  11440   1.0   385872
1544970094887  63  99  11442   1.0   389808
1544970095072  63  99  11442   1.0   394272
1544970095289  63  99  11442   1.0   390814
1544970095468  63  99  11443   1.0   381637
1544970095691  62  99  11442   0.98   382407
1544970095882  62  99  11442   0.98   386645
1544970096097  62  99  11443   0.98   391400
1544970096303  62  99  11444   0.98   391926
1544970096504  62  99  11441   0.98   378426
1544970096725  61  99  11442   1.03   379109
1544970096906  61  99  11441   1.03   383536
1544970097088  61  99  11443   1.03   388443
1544970097309  61  99  11442   1.03   391919
1544970097492  61  99  11442   1.03   377473
1544970097728  60  99  11443   1.01   377740
1544970097899  60  99  11440   1.01   381527
1544970098122  60  99  11442   1.01   385536
1544970098314  60  99  11441   1.01   378193
1544970098528  60  99  11439   1.01   373366
1544970098711  60  99  11441   0.94   374778
1544970098933  60  99  11442   0.94   379317
1544970099117  60  99  11442   0.94   384555
1544970099336  60  99  11443   0.94   370290
1544970099523  60  100  11442   0.93   369999
1544970099742  60  100  11441   0.93   373689
1544970099931  60  100  11441   0.93   378376
1544970100143  60  100  11442   0.93   375072
1544970100327  60  100  11440   0.93   367540
1544970100549  60  100  11444   0.89   368957
1544970100789  60  100  11442   0.89   373838
1544970100957  60  100  11441   0.89   374274
1544970101141  60  100  11442   0.89   363502
1544970101359  60  100  11440   0.82   365388
1544970101541  60  100  11440   0.82   371188
1544970101765  60  100  11442   0.82   376967
1544970101947  60  100  11440   0.82   364996
1544970102171  61  99  11440   0.84   367336
1544970102359  61  99  11438   0.84   373062
1544970102548  61  99  11440   0.84   379287
1544970102762  61  99  11442   0.84   373505
1544970102944  61  99  11439   0.88   375327
1544970103161  61  99  11440   0.88   378900
1544970103344  61  99  11438   0.88   384217
1544970103567  61  99  11440   0.88   389185
1544970103780  61  99  11440   0.88   382425
1544970103979  62  99  11441   0.89   385224
1544970104167  62  99  11441   0.89   389930
1544970104379  62  99  11440   0.89   394856
1544970104558  62  99  11441   0.89   391332
1544970104779  63  99  11441   0.94   391996
1544970104963  63  99  11442   0.94   394637
1544970105190  63  99  11442   0.94   398685
1544970105373  63  99  11443   0.94   403148
1544970105598  63  99  11442   0.94   396977
1544970105780  63  99  11442   0.96   399642
1544970106001  63  99  11442   0.96   402154
1544970106176  63  99  11442   0.96   405536
1544970106400  63  99  11442   0.96   409641
1544970106583  63  99  11442   0.96   402085
1544970106812  64  99  11440   0.95   404179
1544970107004  64  99  11441   0.95   407125
1544970107217  64  99  11444   0.95   410365
1544970107403  64  99  11443   0.95   414337
1544970107615  64  99  11440   0.95   405875
1544970107799  64  99  11442   0.99   407712
1544970108028  64  99  11444   0.99   410685
1544970108205  64  99  11443   0.99   413857
